Code BV,Inscrits,Votants,% Votants,Abstentions,% Abstentions,Exprimés,% Exprimés/inscrits,% Exprimés/votants,Blancs,% Blancs/inscrits,% Blancs/votants,Nuls,% Nuls/inscrits,% Nuls/votants,Libellé de liste 1,Voix 1,% Voix/inscrits 1,% Voix/exprimés 1,Libellé de liste 2,Voix 2,% Voix/inscrits 2,% Voix/exprimés 2,Libellé de liste 3,Voix 3,% Voix/inscrits 3,% Voix/exprimés 3,Libellé de liste 4,Voix 4,% Voix/inscrits 4,% Voix/exprimés 4,Libellé de liste 5,Voix 5,% Voix/inscrits 5,% Voix/exprimés 5,Libellé de liste 6,Voix 6,% Voix/inscrits 6,% Voix/exprimés 6,Libellé de liste 7,Voix 7,% Voix/inscrits 7,% Voix/exprimés 7,Libellé de liste 8,Voix 8,% Voix/inscrits 8,% Voix/exprimés 8,Libellé de liste 9,Voix 9,% Voix/inscrits 9,% Voix/exprimés 9,Libellé de liste 10,Voix 10,% Voix/inscrits 10,% Voix/exprimés 10,Libellé de liste 11,Voix 11,% Voix/inscrits 11,% Voix/exprimés 11,TOTAL GAUCHE,TOTAL EXT GAUCHE,TOTAL DROITE,TOTAL EXT DROITE,Inscrits,Votants,% Votants,Abstentions,% Abstentions,Exprimés,% Exprimés/inscrits,% Exprimés/votants,Blancs,% Blancs/inscrits,% Blancs/votants,Nuls,% Nuls/inscrits,% Nuls/votants,Nom candidat 1,Voix 1,% Voix/inscrits 1,% Voix/exprimés 1,Nom candidat 2,Voix 2,% Voix/inscrits 2,% Voix/exprimés 2,DIFF T1-2 GAUCHE,DIFF T1-2 CAZ/DES,VOIX EXT DROITE T1,REPORT GAUCHE,ABSTENTIONNISTE T2 PAR RAPPORT AU T1,voix Dessertine T1,,Gauche hors Hurmic 1er tour,INDICE FUITE GAUCHE,TAUX DÉMOBILISATION,INDICE DE FUITE DROITE,MOBILISATION GAUCHE T1,MOBILISATION DROITE T1,MOBILISATION GAUCHE T2,MOBILISATION DROITE T2,ÉVOLUTION GAUCHE 
2023,1138,702,"61,69 %",436,"38,31 %",699,"61,42 %","99,57 %",3,"0,26 %","0,43 %",0,"0,00 %","0,00 %",NPA Révolutionnaires - Bordeaux Ouvrière et Révolutionnaire,4,"0,35 %","0,57 %",Faire Gagner Bordeaux,201,"17,66 %","28,76 %",ARRACHER BORDEAUX AUX RICHES ET AUX SPÉCULATEURS,3,"0,26 %","0,43 %",BORDEAUX EN CONFIANCE,189,"16,61 %","27,04 %",FAIRE MIEUX POUR BORDEAUX,32,"2,81 %","4,58 %",A LA RECONQUÊTE DE BORDEAUX,11,"0,97 %","1,57 %",PHILIPPE DESSERTINE- L'OPTIMISME EST UNE FORCE,190,"16,70 %","27,18 %",Lutte ouvrière - le camp des travailleurs,1,"0,09 %","0,14 %",RASSEMBLEMENT NATIONAL POUR BORDEAUX,31,"2,72 %","4,43 %",UNION DE LA GAUCHE,6,"0,53 %","0,86 %",ROUGE BORDEAUX ANTICAPITALISTE,31,"2,72 %","4,43 %",195,71,391,42,1138,697,"61,25 %",441,"38,75 %",678,"59,58 %","97,27 %",11,"0,97 %","1,58 %",8,"0,70 %","1,15 %",CAZENAVE,396,"34,80 %","58,41 %",HURMIC,282,"24,78 %","41,59 %",16,5,42,"106,02%",5,190,,77,"-6,02%","1,88%","-13,91%","23,37","38,05","24,78","34,80","6,02"
2041,1302,813,"62,44 %",489,"37,56 %",810,"62,21 %","99,63 %",1,"0,08 %","0,12 %",2,"0,15 %","0,25 %",NPA Révolutionnaires - Bordeaux Ouvrière et Révolutionnaire,0,"0,00 %","0,00 %",Faire Gagner Bordeaux,285,"21,89 %","35,19 %",ARRACHER BORDEAUX AUX RICHES ET AUX SPÉCULATEURS,0,"0,00 %","0,00 %",BORDEAUX EN CONFIANCE,173,"13,29 %","21,36 %",FAIRE MIEUX POUR BORDEAUX,32,"2,46 %","3,95 %",A LA RECONQUÊTE DE BORDEAUX,8,"0,61 %","0,99 %",PHILIPPE DESSERTINE- L'OPTIMISME EST UNE FORCE,251,"19,28 %","30,99 %",Lutte ouvrière - le camp des travailleurs,0,"0,00 %","0,00 %",RASSEMBLEMENT NATIONAL POUR BORDEAUX,36,"2,76 %","4,44 %",UNION DE LA GAUCHE,5,"0,38 %","0,62 %",ROUGE BORDEAUX ANTICAPITALISTE,20,"1,54 %","2,47 %",178,52,536,44,1302,809,"62,14 %",493,"37,86 %",800,"61,44 %","98,89 %",4,"0,31 %","0,49 %",5,"0,38 %","0,62 %",CAZENAVE,529,"40,63 %","66,13 %",HURMIC,271,"20,81 %","33,88 %",41,-7,44,"117,83%",4,251,,57,"-17,83%","1,74%","-22,17%","17,67","44,55","20,81","40,63","17,83"
2042,1233,757,"61,39 %",476,"38,61 %",751,"60,91 %","99,21 %",4,"0,32 %","0,53 %",2,"0,16 %","0,26 %",NPA Révolutionnaires - Bordeaux Ouvrière et Révolutionnaire,1,"0,08 %","0,13 %",Faire Gagner Bordeaux,223,"18,09 %","29,69 %",ARRACHER BORDEAUX AUX RICHES ET AUX SPÉCULATEURS,6,"0,49 %","0,80 %",BORDEAUX EN CONFIANCE,188,"15,25 %","25,03 %",FAIRE MIEUX POUR BORDEAUX,31,"2,51 %","4,13 %",A LA RECONQUÊTE DE BORDEAUX,10,"0,81 %","1,33 %",PHILIPPE DESSERTINE- L'OPTIMISME EST UNE FORCE,214,"17,36 %","28,50 %",Lutte ouvrière - le camp des travailleurs,3,"0,24 %","0,40 %",RASSEMBLEMENT NATIONAL POUR BORDEAUX,32,"2,60 %","4,26 %",UNION DE LA GAUCHE,5,"0,41 %","0,67 %",ROUGE BORDEAUX ANTICAPITALISTE,38,"3,08 %","5,06 %",193,79,437,42,1233,770,"62,45 %",463,"37,55 %",749,"60,75 %","97,27 %",14,"1,14 %","1,82 %",7,"0,57 %","0,91 %",CAZENAVE,454,"36,82 %","60,61 %",HURMIC,295,"23,93 %","39,39 %",23,17,42,"108,46%",-13,214,,84,"-8,46%","-4,78%","-9,19%","22,06","38,85","23,93","36,82","8,46"
2043,1301,875,"67,26 %",426,"32,74 %",868,"66,72 %","99,20 %",4,"0,31 %","0,46 %",3,"0,23 %","0,34 %",NPA Révolutionnaires - Bordeaux Ouvrière et Révolutionnaire,0,"0,00 %","0,00 %",Faire Gagner Bordeaux,256,"19,68 %","29,49 %",ARRACHER BORDEAUX AUX RICHES ET AUX SPÉCULATEURS,3,"0,23 %","0,35 %",BORDEAUX EN CONFIANCE,235,"18,06 %","27,07 %",FAIRE MIEUX POUR BORDEAUX,38,"2,92 %","4,38 %",A LA RECONQUÊTE DE BORDEAUX,22,"1,69 %","2,53 %",PHILIPPE DESSERTINE- L'OPTIMISME EST UNE FORCE,238,"18,29 %","27,42 %",Lutte ouvrière - le camp des travailleurs,2,"0,15 %","0,23 %",RASSEMBLEMENT NATIONAL POUR BORDEAUX,44,"3,38 %","5,07 %",UNION DE LA GAUCHE,5,"0,38 %","0,58 %",ROUGE BORDEAUX ANTICAPITALISTE,25,"1,92 %","2,88 %",240,68,494,66,1301,892,"68,56 %",409,"31,44 %",870,"66,87 %","97,53 %",15,"1,15 %","1,68 %",7,"0,54 %","0,78 %",CAZENAVE,534,"41,05 %","61,38 %",HURMIC,336,"25,83 %","38,62 %",28,40,66,"109,09%",-17,238,,73,"-9,09%","-5,52%","-8,44%","23,67","43,04","25,83","41,05","9,09"
2044,1248,754,"60,42 %",494,"39,58 %",745,"59,70 %","98,81 %",6,"0,48 %","0,80 %",3,"0,24 %","0,40 %",NPA Révolutionnaires - Bordeaux Ouvrière et Révolutionnaire,0,"0,00 %","0,00 %",Faire Gagner Bordeaux,211,"16,91 %","28,32 %",ARRACHER BORDEAUX AUX RICHES ET AUX SPÉCULATEURS,7,"0,56 %","0,94 %",BORDEAUX EN CONFIANCE,220,"17,63 %","29,53 %",FAIRE MIEUX POUR BORDEAUX,47,"3,77 %","6,31 %",A LA RECONQUÊTE DE BORDEAUX,13,"1,04 %","1,74 %",PHILIPPE DESSERTINE- L'OPTIMISME EST UNE FORCE,187,"14,98 %","25,10 %",Lutte ouvrière - le camp des travailleurs,1,"0,08 %","0,13 %",RASSEMBLEMENT NATIONAL POUR BORDEAUX,31,"2,48 %","4,16 %",UNION DE LA GAUCHE,5,"0,40 %","0,67 %",ROUGE BORDEAUX ANTICAPITALISTE,23,"1,84 %","3,09 %",225,78,398,44,1249,733,"58,69 %",516,"41,31 %",715,"57,25 %","97,54 %",12,"0,96 %","1,64 %",6,"0,48 %","0,82 %",CAZENAVE,390,"31,22 %","54,55 %",HURMIC,325,"26,02 %","45,45 %",22,-8,44,"107,26%",21,187,,83,"-7,26%","7,26%","-17,16%","24,28","35,42","26,02","31,22","7,26"
2061,1099,682,"62,06 %",417,"37,94 %",675,"61,42 %","98,97 %",1,"0,09 %","0,15 %",6,"0,55 %","0,88 %",NPA Révolutionnaires - Bordeaux Ouvrière et Révolutionnaire,0,"0,00 %","0,00 %",Faire Gagner Bordeaux,184,"16,74 %","27,26 %",ARRACHER BORDEAUX AUX RICHES ET AUX SPÉCULATEURS,4,"0,36 %","0,59 %",BORDEAUX EN CONFIANCE,159,"14,47 %","23,56 %",FAIRE MIEUX POUR BORDEAUX,49,"4,46 %","7,26 %",A LA RECONQUÊTE DE BORDEAUX,9,"0,82 %","1,33 %",PHILIPPE DESSERTINE- L'OPTIMISME EST UNE FORCE,183,"16,65 %","27,11 %",Lutte ouvrière - le camp des travailleurs,1,"0,09 %","0,15 %",RASSEMBLEMENT NATIONAL POUR BORDEAUX,45,"4,09 %","6,67 %",UNION DE LA GAUCHE,7,"0,64 %","1,04 %",ROUGE BORDEAUX ANTICAPITALISTE,34,"3,09 %","5,04 %",166,88,367,54,1100,681,"61,91 %",419,"38,09 %",667,"60,64 %","97,94 %",7,"0,64 %","1,03 %",7,"0,64 %","1,03 %",CAZENAVE,390,"35,45 %","58,47 %",HURMIC,277,"25,18 %","41,53 %",23,23,54,"109,06%",1,183,,95,"-9,06%","0,79%","-12,20%","23,11","38,31","25,18","35,45","9,06"
2062,1115,754,"67,62 %",361,"32,38 %",752,"67,44 %","99,73 %",2,"0,18 %","0,27 %",0,"0,00 %","0,00 %",NPA Révolutionnaires - Bordeaux Ouvrière et Révolutionnaire,0,"0,00 %","0,00 %",Faire Gagner Bordeaux,200,"17,94 %","26,60 %",ARRACHER BORDEAUX AUX RICHES ET AUX SPÉCULATEURS,4,"0,36 %","0,53 %",BORDEAUX EN CONFIANCE,219,"19,64 %","29,12 %",FAIRE MIEUX POUR BORDEAUX,39,"3,50 %","5,19 %",A LA RECONQUÊTE DE BORDEAUX,9,"0,81 %","1,20 %",PHILIPPE DESSERTINE- L'OPTIMISME EST UNE FORCE,198,"17,76 %","26,33 %",Lutte ouvrière - le camp des travailleurs,1,"0,09 %","0,13 %",RASSEMBLEMENT NATIONAL POUR BORDEAUX,42,"3,77 %","5,59 %",UNION DE LA GAUCHE,8,"0,72 %","1,06 %",ROUGE BORDEAUX ANTICAPITALISTE,32,"2,87 %","4,26 %",227,76,398,51,1115,744,"66,73 %",371,"33,27 %",726,"65,11 %","97,58 %",10,"0,90 %","1,34 %",8,"0,72 %","1,08 %",CAZENAVE,400,"35,87 %","55,10 %",HURMIC,326,"29,24 %","44,90 %",23,2,51,"107,59%",10,198,,84,"-7,59%","3,30%","-16,17%","27,17","40,27","29,24","35,87","7,59"
2063,1069,727,"68,01 %",342,"31,99 %",716,"66,98 %","98,49 %",9,"0,84 %","1,24 %",2,"0,19 %","0,28 %",NPA Révolutionnaires - Bordeaux Ouvrière et Révolutionnaire,0,"0,00 %","0,00 %",Faire Gagner Bordeaux,223,"20,86 %","31,15 %",ARRACHER BORDEAUX AUX RICHES ET AUX SPÉCULATEURS,2,"0,19 %","0,28 %",BORDEAUX EN CONFIANCE,183,"17,12 %","25,56 %",FAIRE MIEUX POUR BORDEAUX,36,"3,37 %","5,03 %",A LA RECONQUÊTE DE BORDEAUX,22,"2,06 %","3,07 %",PHILIPPE DESSERTINE- L'OPTIMISME EST UNE FORCE,192,"17,96 %","26,82 %",Lutte ouvrière - le camp des travailleurs,0,"0,00 %","0,00 %",RASSEMBLEMENT NATIONAL POUR BORDEAUX,26,"2,43 %","3,63 %",UNION DE LA GAUCHE,8,"0,75 %","1,12 %",ROUGE BORDEAUX ANTICAPITALISTE,24,"2,25 %","3,35 %",191,62,415,48,1069,730,"68,29 %",339,"31,71 %",703,"65,76 %","96,30 %",20,"1,87 %","2,74 %",7,"0,65 %","0,96 %",CAZENAVE,421,"39,38 %","59,89 %",HURMIC,282,"26,38 %","40,11 %",29,6,48,"111,46%",-3,192,,70,"-11,46%","-1,19%","-16,60%","23,67","43,31","26,38","39,38","11,46"
2064,1141,771,"67,57 %",370,"32,43 %",763,"66,87 %","98,96 %",8,"0,70 %","1,04 %",0,"0,00 %","0,00 %",NPA Révolutionnaires - Bordeaux Ouvrière et Révolutionnaire,0,"0,00 %","0,00 %",Faire Gagner Bordeaux,240,"21,03 %","31,45 %",ARRACHER BORDEAUX AUX RICHES ET AUX SPÉCULATEURS,3,"0,26 %","0,39 %",BORDEAUX EN CONFIANCE,197,"17,27 %","25,82 %",FAIRE MIEUX POUR BORDEAUX,24,"2,10 %","3,15 %",A LA RECONQUÊTE DE BORDEAUX,16,"1,40 %","2,10 %",PHILIPPE DESSERTINE- L'OPTIMISME EST UNE FORCE,223,"19,54 %","29,23 %",Lutte ouvrière - le camp des travailleurs,1,"0,09 %","0,13 %",RASSEMBLEMENT NATIONAL POUR BORDEAUX,37,"3,24 %","4,85 %",UNION DE LA GAUCHE,4,"0,35 %","0,52 %",ROUGE BORDEAUX ANTICAPITALISTE,18,"1,58 %","2,36 %",201,46,463,53,1141,756,"66,26 %",385,"33,74 %",734,"64,33 %","97,09 %",17,"1,49 %","2,25 %",5,"0,44 %","0,66 %",CAZENAVE,477,"41,81 %","64,99 %",HURMIC,257,"22,52 %","35,01 %",10,14,53,"104,05%",15,223,,50,"-4,05%","6,07%","-15,79%","21,65","45,22","22,52","41,81","4,05"
2065,1097,748,"68,19 %",349,"31,81 %",739,"67,37 %","98,80 %",5,"0,46 %","0,67 %",4,"0,36 %","0,53 %",NPA Révolutionnaires - Bordeaux Ouvrière et Révolutionnaire,0,"0,00 %","0,00 %",Faire Gagner Bordeaux,229,"20,88 %","30,99 %",ARRACHER BORDEAUX AUX RICHES ET AUX SPÉCULATEURS,4,"0,36 %","0,54 %",BORDEAUX EN CONFIANCE,154,"14,04 %","20,84 %",FAIRE MIEUX POUR BORDEAUX,25,"2,28 %","3,38 %",A LA RECONQUÊTE DE BORDEAUX,17,"1,55 %","2,30 %",PHILIPPE DESSERTINE- L'OPTIMISME EST UNE FORCE,241,"21,97 %","32,61 %",Lutte ouvrière - le camp des travailleurs,3,"0,27 %","0,41 %",RASSEMBLEMENT NATIONAL POUR BORDEAUX,49,"4,47 %","6,63 %",UNION DE LA GAUCHE,4,"0,36 %","0,54 %",ROUGE BORDEAUX ANTICAPITALISTE,13,"1,19 %","1,76 %",158,45,470,66,1097,751,"68,46 %",346,"31,54 %",732,"66,73 %","97,47 %",15,"1,37 %","2,00 %",4,"0,36 %","0,53 %",CAZENAVE,503,"45,85 %","68,72 %",HURMIC,229,"20,88 %","31,28 %",26,33,66,"112,81%",-3,241,,49,"-12,81%","-1,48%","-16,26%","18,51","48,86","20,88","45,85","12,81"
2066,1150,804,"69,91 %",346,"30,09 %",795,"69,13 %","98,88 %",1,"0,09 %","0,12 %",8,"0,70 %","1,00 %",NPA Révolutionnaires - Bordeaux Ouvrière et Révolutionnaire,0,"0,00 %","0,00 %",Faire Gagner Bordeaux,271,"23,57 %","34,09 %",ARRACHER BORDEAUX AUX RICHES ET AUX SPÉCULATEURS,0,"0,00 %","0,00 %",BORDEAUX EN CONFIANCE,147,"12,78 %","18,49 %",FAIRE MIEUX POUR BORDEAUX,18,"1,57 %","2,26 %",A LA RECONQUÊTE DE BORDEAUX,26,"2,26 %","3,27 %",PHILIPPE DESSERTINE- L'OPTIMISME EST UNE FORCE,250,"21,74 %","31,45 %",Lutte ouvrière - le camp des travailleurs,1,"0,09 %","0,13 %",RASSEMBLEMENT NATIONAL POUR BORDEAUX,53,"4,61 %","6,67 %",UNION DE LA GAUCHE,5,"0,43 %","0,63 %",ROUGE BORDEAUX ANTICAPITALISTE,24,"2,09 %","3,02 %",152,43,521,79,1150,801,"69,65 %",349,"30,35 %",777,"67,57 %","97,00 %",14,"1,22 %","1,75 %",10,"0,87 %","1,25 %",CAZENAVE,545,"47,39 %","70,14 %",HURMIC,232,"20,17 %","29,86 %",37,24,79,"118,97%",3,250,,48,"-18,97%","1,54%","-28,21%","16,96","52,17","20,17","47,39","18,97"
2081,1294,718,"55,49 %",576,"44,51 %",707,"54,64 %","98,47 %",9,"0,70 %","1,25 %",2,"0,15 %","0,28 %",NPA Révolutionnaires - Bordeaux Ouvrière et Révolutionnaire,1,"0,08 %","0,14 %",Faire Gagner Bordeaux,173,"13,37 %","24,47 %",ARRACHER BORDEAUX AUX RICHES ET AUX SPÉCULATEURS,5,"0,39 %","0,71 %",BORDEAUX EN CONFIANCE,183,"14,14 %","25,88 %",FAIRE MIEUX POUR BORDEAUX,57,"4,40 %","8,06 %",A LA RECONQUÊTE DE BORDEAUX,15,"1,16 %","2,12 %",PHILIPPE DESSERTINE- L'OPTIMISME EST UNE FORCE,166,"12,83 %","23,48 %",Lutte ouvrière - le camp des travailleurs,4,"0,31 %","0,57 %",RASSEMBLEMENT NATIONAL POUR BORDEAUX,53,"4,10 %","7,50 %",UNION DE LA GAUCHE,16,"1,24 %","2,26 %",ROUGE BORDEAUX ANTICAPITALISTE,34,"2,63 %","4,81 %",199,101,339,68,1294,710,"54,87 %",584,"45,13 %",689,"53,25 %","97,04 %",15,"1,16 %","2,11 %",6,"0,46 %","0,85 %",CAZENAVE,366,"28,28 %","53,12 %",HURMIC,323,"24,96 %","46,88 %",23,27,68,"107,67%",8,166,,117,"-7,67%","2,67%","-13,67%","23,18","31,45","24,96","28,28","7,67"
2082,1311,848,"64,68 %",463,"35,32 %",844,"64,38 %","99,53 %",2,"0,15 %","0,24 %",2,"0,15 %","0,24 %",NPA Révolutionnaires - Bordeaux Ouvrière et Révolutionnaire,1,"0,08 %","0,12 %",Faire Gagner Bordeaux,206,"15,71 %","24,41 %",ARRACHER BORDEAUX AUX RICHES ET AUX SPÉCULATEURS,11,"0,84 %","1,30 %",BORDEAUX EN CONFIANCE,237,"18,08 %","28,08 %",FAIRE MIEUX POUR BORDEAUX,92,"7,02 %","10,90 %",A LA RECONQUÊTE DE BORDEAUX,19,"1,45 %","2,25 %",PHILIPPE DESSERTINE- L'OPTIMISME EST UNE FORCE,165,"12,59 %","19,55 %",Lutte ouvrière - le camp des travailleurs,0,"0,00 %","0,00 %",RASSEMBLEMENT NATIONAL POUR BORDEAUX,64,"4,88 %","7,58 %",UNION DE LA GAUCHE,15,"1,14 %","1,78 %",ROUGE BORDEAUX ANTICAPITALISTE,34,"2,59 %","4,03 %",252,138,371,83,1312,843,"64,25 %",469,"35,75 %",814,"62,04 %","96,56 %",22,"1,68 %","2,61 %",7,"0,53 %","0,83 %",CAZENAVE,415,"31,63 %","50,98 %",HURMIC,399,"30,41 %","49,02 %",9,44,83,"102,31%",5,165,,153,"-2,31%","1,54%","-10,00%","29,75","34,63","30,41","31,63","2,31"
2083,1336,860,"64,37 %",476,"35,63 %",855,"64,00 %","99,42 %",2,"0,15 %","0,23 %",3,"0,22 %","0,35 %",NPA Révolutionnaires - Bordeaux Ouvrière et Révolutionnaire,0,"0,00 %","0,00 %",Faire Gagner Bordeaux,239,"17,89 %","27,95 %",ARRACHER BORDEAUX AUX RICHES ET AUX SPÉCULATEURS,4,"0,30 %","0,47 %",BORDEAUX EN CONFIANCE,251,"18,79 %","29,36 %",FAIRE MIEUX POUR BORDEAUX,49,"3,67 %","5,73 %",A LA RECONQUÊTE DE BORDEAUX,8,"0,60 %","0,94 %",PHILIPPE DESSERTINE- L'OPTIMISME EST UNE FORCE,185,"13,85 %","21,64 %",Lutte ouvrière - le camp des travailleurs,3,"0,22 %","0,35 %",RASSEMBLEMENT NATIONAL POUR BORDEAUX,61,"4,57 %","7,13 %",UNION DE LA GAUCHE,13,"0,97 %","1,52 %",ROUGE BORDEAUX ANTICAPITALISTE,42,"3,14 %","4,91 %",264,98,424,69,1336,867,"64,90 %",469,"35,10 %",841,"62,95 %","97,00 %",13,"0,97 %","1,50 %",13,"0,97 %","1,50 %",CAZENAVE,459,"34,36 %","54,58 %",HURMIC,382,"28,59 %","45,42 %",20,35,69,"105,52%",-7,185,,111,"-5,52%","-1,93%","-9,39%","27,10","36,90","28,59","34,36","5,52"
2084,1291,878,"68,01 %",413,"31,99 %",869,"67,31 %","98,97 %",7,"0,54 %","0,80 %",2,"0,15 %","0,23 %",NPA Révolutionnaires - Bordeaux Ouvrière et Révolutionnaire,0,"0,00 %","0,00 %",Faire Gagner Bordeaux,276,"21,38 %","31,76 %",ARRACHER BORDEAUX AUX RICHES ET AUX SPÉCULATEURS,1,"0,08 %","0,12 %",BORDEAUX EN CONFIANCE,204,"15,80 %","23,48 %",FAIRE MIEUX POUR BORDEAUX,39,"3,02 %","4,49 %",A LA RECONQUÊTE DE BORDEAUX,26,"2,01 %","2,99 %",PHILIPPE DESSERTINE- L'OPTIMISME EST UNE FORCE,237,"18,36 %","27,27 %",Lutte ouvrière - le camp des travailleurs,0,"0,00 %","0,00 %",RASSEMBLEMENT NATIONAL POUR BORDEAUX,45,"3,49 %","5,18 %",UNION DE LA GAUCHE,8,"0,62 %","0,92 %",ROUGE BORDEAUX ANTICAPITALISTE,33,"2,56 %","3,80 %",212,73,513,71,1292,891,"68,96 %",401,"31,04 %",868,"67,18 %","97,42 %",16,"1,24 %","1,80 %",7,"0,54 %","0,79 %",CAZENAVE,554,"42,88 %","63,82 %",HURMIC,314,"24,30 %","36,18 %",29,41,71,"110,18%",-13,237,,81,"-10,18%","-4,21%","-10,53%","22,08","45,24","24,30","42,88","10,18"
2101,1408,871,"61,86 %",537,"38,14 %",857,"60,87 %","98,39 %",10,"0,71 %","1,15 %",4,"0,28 %","0,46 %",NPA Révolutionnaires - Bordeaux Ouvrière et Révolutionnaire,1,"0,07 %","0,12 %",Faire Gagner Bordeaux,213,"15,13 %","24,85 %",ARRACHER BORDEAUX AUX RICHES ET AUX SPÉCULATEURS,9,"0,64 %","1,05 %",BORDEAUX EN CONFIANCE,290,"20,60 %","33,84 %",FAIRE MIEUX POUR BORDEAUX,67,"4,76 %","7,82 %",A LA RECONQUÊTE DE BORDEAUX,15,"1,07 %","1,75 %",PHILIPPE DESSERTINE- L'OPTIMISME EST UNE FORCE,158,"11,22 %","18,44 %",Lutte ouvrière - le camp des travailleurs,2,"0,14 %","0,23 %",RASSEMBLEMENT NATIONAL POUR BORDEAUX,43,"3,05 %","5,02 %",UNION DE LA GAUCHE,19,"1,35 %","2,22 %",ROUGE BORDEAUX ANTICAPITALISTE,40,"2,84 %","4,67 %",309,119,371,58,1408,829,"58,88 %",579,"41,12 %",811,"57,60 %","97,83 %",13,"0,92 %","1,57 %",5,"0,36 %","0,60 %",CAZENAVE,373,"26,49 %","45,99 %",HURMIC,438,"31,11 %","54,01 %",10,2,58,"102,34%",42,158,,138,"-2,34%","9,81%","-13,08%","30,40","30,47","31,11","26,49","2,34"
2102,1271,832,"65,46 %",439,"34,54 %",826,"64,99 %","99,28 %",4,"0,31 %","0,48 %",2,"0,16 %","0,24 %",NPA Révolutionnaires - Bordeaux Ouvrière et Révolutionnaire,1,"0,08 %","0,12 %",Faire Gagner Bordeaux,254,"19,98 %","30,75 %",ARRACHER BORDEAUX AUX RICHES ET AUX SPÉCULATEURS,2,"0,16 %","0,24 %",BORDEAUX EN CONFIANCE,232,"18,25 %","28,09 %",FAIRE MIEUX POUR BORDEAUX,62,"4,88 %","7,51 %",A LA RECONQUÊTE DE BORDEAUX,19,"1,49 %","2,30 %",PHILIPPE DESSERTINE- L'OPTIMISME EST UNE FORCE,158,"12,43 %","19,13 %",Lutte ouvrière - le camp des travailleurs,1,"0,08 %","0,12 %",RASSEMBLEMENT NATIONAL POUR BORDEAUX,50,"3,93 %","6,05 %",UNION DE LA GAUCHE,13,"1,02 %","1,57 %",ROUGE BORDEAUX ANTICAPITALISTE,34,"2,68 %","4,12 %",245,100,412,69,1271,842,"66,25 %",429,"33,75 %",818,"64,36 %","97,15 %",16,"1,26 %","1,90 %",8,"0,63 %","0,95 %",CAZENAVE,435,"34,23 %","53,18 %",HURMIC,383,"30,13 %","46,82 %",38,23,69,"111,01%",-10,158,,113,"-11,01%","-2,90%","-13,33%","27,14","37,84","30,13","34,23","11,01"
2103,1410,882,"62,55 %",528,"37,45 %",877,"62,20 %","99,43 %",4,"0,28 %","0,45 %",1,"0,07 %","0,11 %",NPA Révolutionnaires - Bordeaux Ouvrière et Révolutionnaire,7,"0,50 %","0,80 %",Faire Gagner Bordeaux,197,"13,97 %","22,46 %",ARRACHER BORDEAUX AUX RICHES ET AUX SPÉCULATEURS,6,"0,43 %","0,68 %",BORDEAUX EN CONFIANCE,347,"24,61 %","39,57 %",FAIRE MIEUX POUR BORDEAUX,61,"4,33 %","6,96 %",A LA RECONQUÊTE DE BORDEAUX,16,"1,13 %","1,82 %",PHILIPPE DESSERTINE- L'OPTIMISME EST UNE FORCE,115,"8,16 %","13,11 %",Lutte ouvrière - le camp des travailleurs,7,"0,50 %","0,80 %",RASSEMBLEMENT NATIONAL POUR BORDEAUX,67,"4,75 %","7,64 %",UNION DE LA GAUCHE,8,"0,57 %","0,91 %",ROUGE BORDEAUX ANTICAPITALISTE,46,"3,26 %","5,25 %",355,127,312,83,1410,856,"60,71 %",554,"39,29 %",831,"58,94 %","97,08 %",18,"1,28 %","2,10 %",7,"0,50 %","0,82 %",CAZENAVE,351,"24,89 %","42,24 %",HURMIC,480,"34,04 %","57,76 %",-2,39,83,"99,59%",26,115,,135,"0,41%","5,39%","-9,13%","34,18","28,01","34,04","24,89","-0,41"
2121,1052,667,"63,40 %",385,"36,60 %",658,"62,55 %","98,65 %",8,"0,76 %","1,20 %",1,"0,10 %","0,15 %",NPA Révolutionnaires - Bordeaux Ouvrière et Révolutionnaire,0,"0,00 %","0,00 %",Faire Gagner Bordeaux,143,"13,59 %","21,73 %",ARRACHER BORDEAUX AUX RICHES ET AUX SPÉCULATEURS,5,"0,48 %","0,76 %",BORDEAUX EN CONFIANCE,238,"22,62 %","36,17 %",FAIRE MIEUX POUR BORDEAUX,48,"4,56 %","7,29 %",A LA RECONQUÊTE DE BORDEAUX,15,"1,43 %","2,28 %",PHILIPPE DESSERTINE- L'OPTIMISME EST UNE FORCE,113,"10,74 %","17,17 %",Lutte ouvrière - le camp des travailleurs,0,"0,00 %","0,00 %",RASSEMBLEMENT NATIONAL POUR BORDEAUX,38,"3,61 %","5,78 %",UNION DE LA GAUCHE,11,"1,05 %","1,67 %",ROUGE BORDEAUX ANTICAPITALISTE,47,"4,47 %","7,14 %",249,100,256,53,1052,654,"62,17 %",398,"37,83 %",640,"60,84 %","97,86 %",8,"0,76 %","1,22 %",6,"0,57 %","0,92 %",CAZENAVE,272,"25,86 %","42,50 %",HURMIC,368,"34,98 %","57,50 %",19,16,53,"105,44%",13,113,,111,"-5,44%","3,72%","-10,60%","33,17","29,37","34,98","25,86","5,44"
