Code BV,Inscrits,Votants,% Votants,Abstentions,% Abstentions,Exprimés,% Exprimés/inscrits,% Exprimés/votants,Blancs,% Blancs/inscrits,% Blancs/votants,Nuls,% Nuls/inscrits,% Nuls/votants,Libellé de liste 1,Voix 1,% Voix/inscrits 1,% Voix/exprimés 1,Libellé de liste 2,Voix 2,% Voix/inscrits 2,% Voix/exprimés 2,Libellé de liste 3,Voix 3,% Voix/inscrits 3,% Voix/exprimés 3,Libellé de liste 4,Voix 4,% Voix/inscrits 4,% Voix/exprimés 4,Libellé de liste 5,Voix 5,% Voix/inscrits 5,% Voix/exprimés 5,Libellé de liste 6,Voix 6,% Voix/inscrits 6,% Voix/exprimés 6,Libellé de liste 7,Voix 7,% Voix/inscrits 7,% Voix/exprimés 7,Libellé de liste 8,Voix 8,% Voix/inscrits 8,% Voix/exprimés 8,Libellé de liste 9,Voix 9,% Voix/inscrits 9,% Voix/exprimés 9,Libellé de liste 10,Voix 10,% Voix/inscrits 10,% Voix/exprimés 10,Libellé de liste 11,Voix 11,% Voix/inscrits 11,% Voix/exprimés 11,TOTAL GAUCHE,TOTAL EXT GAUCHE,TOTAL DROITE,TOTAL EXT DROITE,Inscrits,Votants,% Votants,Abstentions,% Abstentions,Exprimés,% Exprimés/inscrits,% Exprimés/votants,Blancs,% Blancs/inscrits,% Blancs/votants,Nuls,% Nuls/inscrits,% Nuls/votants,Nom candidat 1,Voix 1,% Voix/inscrits 1,% Voix/exprimés 1,Nom candidat 2,Voix 2,% Voix/inscrits 2,% Voix/exprimés 2,DIFF T1-2 GAUCHE,DIFF T1-2 CAZ/DES,VOIX EXT DROITE T1,REPORT GAUCHE,ABSTENTIONNISTE T2 PAR RAPPORT AU T1,voix Dessertine T1,,Gauche hors Hurmic 1er tour,INDICE FUITE GAUCHE,TAUX DÉMOBILISATION,INDICE DE FUITE DROITE,MOBILISATION GAUCHE T1,MOBILISATION DROITE T1,MOBILISATION GAUCHE T2,MOBILISATION DROITE T2,ÉVOLUTION GAUCHE 
2122,1062,494,"46,52 %",568,"53,48 %",489,"46,05 %","98,99 %",2,"0,19 %","0,40 %",3,"0,28 %","0,61 %",NPA Révolutionnaires - Bordeaux Ouvrière et Révolutionnaire,2,"0,19 %","0,41 %",Faire Gagner Bordeaux,95,"8,95 %","19,43 %",ARRACHER BORDEAUX AUX RICHES ET AUX SPÉCULATEURS,5,"0,47 %","1,02 %",BORDEAUX EN CONFIANCE,135,"12,71 %","27,61 %",FAIRE MIEUX POUR BORDEAUX,59,"5,56 %","12,07 %",A LA RECONQUÊTE DE BORDEAUX,13,"1,22 %","2,66 %",PHILIPPE DESSERTINE- L'OPTIMISME EST UNE FORCE,83,"7,82 %","16,97 %",Lutte ouvrière - le camp des travailleurs,1,"0,09 %","0,20 %",RASSEMBLEMENT NATIONAL POUR BORDEAUX,48,"4,52 %","9,82 %",UNION DE LA GAUCHE,16,"1,51 %","3,27 %",ROUGE BORDEAUX ANTICAPITALISTE,32,"3,01 %","6,54 %",151,99,178,61,1062,474,"44,63 %",588,"55,37 %",455,"42,84 %","95,99 %",9,"0,85 %","1,90 %",10,"0,94 %","2,11 %",CAZENAVE,209,"19,68 %","45,93 %",HURMIC,246,"23,16 %","54,07 %",-4,31,61,"98,40%",20,83,,115,"1,60%","8,00%","-12,00%","23,54","22,50","23,16","19,68","-1,60"
2123,1117,557,"49,87 %",560,"50,13 %",543,"48,61 %","97,49 %",13,"1,16 %","2,33 %",1,"0,09 %","0,18 %",NPA Révolutionnaires - Bordeaux Ouvrière et Révolutionnaire,1,"0,09 %","0,18 %",Faire Gagner Bordeaux,108,"9,67 %","19,89 %",ARRACHER BORDEAUX AUX RICHES ET AUX SPÉCULATEURS,6,"0,54 %","1,10 %",BORDEAUX EN CONFIANCE,147,"13,16 %","27,07 %",FAIRE MIEUX POUR BORDEAUX,57,"5,10 %","10,50 %",A LA RECONQUÊTE DE BORDEAUX,11,"0,98 %","2,03 %",PHILIPPE DESSERTINE- L'OPTIMISME EST UNE FORCE,88,"7,88 %","16,21 %",Lutte ouvrière - le camp des travailleurs,7,"0,63 %","1,29 %",RASSEMBLEMENT NATIONAL POUR BORDEAUX,71,"6,36 %","13,08 %",UNION DE LA GAUCHE,20,"1,79 %","3,68 %",ROUGE BORDEAUX ANTICAPITALISTE,27,"2,42 %","4,97 %",167,98,196,82,1117,526,"47,09 %",591,"52,91 %",499,"44,67 %","94,87 %",17,"1,52 %","3,23 %",10,"0,90 %","1,90 %",CAZENAVE,230,"20,59 %","46,09 %",HURMIC,269,"24,08 %","53,91 %",4,34,82,"101,51%",31,88,,118,"-1,51%","11,70%","-18,11%","23,72","24,89","24,08","20,59","1,51"
2124,1102,669,"60,71 %",433,"39,29 %",659,"59,80 %","98,51 %",3,"0,27 %","0,45 %",7,"0,64 %","1,05 %",NPA Révolutionnaires - Bordeaux Ouvrière et Révolutionnaire,0,"0,00 %","0,00 %",Faire Gagner Bordeaux,175,"15,88 %","26,56 %",ARRACHER BORDEAUX AUX RICHES ET AUX SPÉCULATEURS,8,"0,73 %","1,21 %",BORDEAUX EN CONFIANCE,169,"15,34 %","25,64 %",FAIRE MIEUX POUR BORDEAUX,34,"3,09 %","5,16 %",A LA RECONQUÊTE DE BORDEAUX,25,"2,27 %","3,79 %",PHILIPPE DESSERTINE- L'OPTIMISME EST UNE FORCE,164,"14,88 %","24,89 %",Lutte ouvrière - le camp des travailleurs,0,"0,00 %","0,00 %",RASSEMBLEMENT NATIONAL POUR BORDEAUX,53,"4,81 %","8,04 %",UNION DE LA GAUCHE,7,"0,64 %","1,06 %",ROUGE BORDEAUX ANTICAPITALISTE,24,"2,18 %","3,64 %",176,66,339,78,1102,649,"58,89 %",453,"41,11 %",626,"56,81 %","96,46 %",11,"1,00 %","1,69 %",12,"1,09 %","1,85 %",CAZENAVE,374,"33,94 %","59,74 %",HURMIC,252,"22,87 %","40,26 %",10,35,78,"104,13%",20,164,,73,"-4,13%","8,26%","-17,77%","21,96","37,84","22,87","33,94","4,13"
2125,1133,685,"60,46 %",448,"39,54 %",682,"60,19 %","99,56 %",2,"0,18 %","0,29 %",1,"0,09 %","0,15 %",NPA Révolutionnaires - Bordeaux Ouvrière et Révolutionnaire,1,"0,09 %","0,15 %",Faire Gagner Bordeaux,158,"13,95 %","23,17 %",ARRACHER BORDEAUX AUX RICHES ET AUX SPÉCULATEURS,4,"0,35 %","0,59 %",BORDEAUX EN CONFIANCE,251,"22,15 %","36,80 %",FAIRE MIEUX POUR BORDEAUX,46,"4,06 %","6,74 %",A LA RECONQUÊTE DE BORDEAUX,17,"1,50 %","2,49 %",PHILIPPE DESSERTINE- L'OPTIMISME EST UNE FORCE,122,"10,77 %","17,89 %",Lutte ouvrière - le camp des travailleurs,2,"0,18 %","0,29 %",RASSEMBLEMENT NATIONAL POUR BORDEAUX,49,"4,32 %","7,18 %",UNION DE LA GAUCHE,8,"0,71 %","1,17 %",ROUGE BORDEAUX ANTICAPITALISTE,24,"2,12 %","3,52 %",259,77,280,66,1133,689,"60,81 %",444,"39,19 %",665,"58,69 %","96,52 %",16,"1,41 %","2,32 %",8,"0,71 %","1,16 %",CAZENAVE,288,"25,42 %","43,31 %",HURMIC,377,"33,27 %","56,69 %",41,8,66,"112,20%",-4,122,,85,"-12,20%","-1,19%","-17,26%","29,66","30,54","33,27","25,42","12,20"
2141,1056,621,"58,81 %",435,"41,19 %",614,"58,14 %","98,87 %",7,"0,66 %","1,13 %",0,"0,00 %","0,00 %",NPA Révolutionnaires - Bordeaux Ouvrière et Révolutionnaire,1,"0,09 %","0,16 %",Faire Gagner Bordeaux,205,"19,41 %","33,39 %",ARRACHER BORDEAUX AUX RICHES ET AUX SPÉCULATEURS,3,"0,28 %","0,49 %",BORDEAUX EN CONFIANCE,108,"10,23 %","17,59 %",FAIRE MIEUX POUR BORDEAUX,32,"3,03 %","5,21 %",A LA RECONQUÊTE DE BORDEAUX,19,"1,80 %","3,09 %",PHILIPPE DESSERTINE- L'OPTIMISME EST UNE FORCE,183,"17,33 %","29,80 %",Lutte ouvrière - le camp des travailleurs,0,"0,00 %","0,00 %",RASSEMBLEMENT NATIONAL POUR BORDEAUX,43,"4,07 %","7,00 %",UNION DE LA GAUCHE,3,"0,28 %","0,49 %",ROUGE BORDEAUX ANTICAPITALISTE,17,"1,61 %","2,77 %",111,53,388,62,1056,612,"57,95 %",444,"42,05 %",587,"55,59 %","95,92 %",20,"1,89 %","3,27 %",5,"0,47 %","0,82 %",CAZENAVE,409,"38,73 %","69,68 %",HURMIC,178,"16,86 %","30,32 %",14,21,62,"108,54%",9,183,,56,"-8,54%","5,49%","-25,00%","15,53","42,61","16,86","38,73","8,54"
2142,1042,634,"60,84 %",408,"39,16 %",632,"60,65 %","99,68 %",2,"0,19 %","0,32 %",0,"0,00 %","0,00 %",NPA Révolutionnaires - Bordeaux Ouvrière et Révolutionnaire,0,"0,00 %","0,00 %",Faire Gagner Bordeaux,189,"18,14 %","29,91 %",ARRACHER BORDEAUX AUX RICHES ET AUX SPÉCULATEURS,6,"0,58 %","0,95 %",BORDEAUX EN CONFIANCE,139,"13,34 %","21,99 %",FAIRE MIEUX POUR BORDEAUX,50,"4,80 %","7,91 %",A LA RECONQUÊTE DE BORDEAUX,17,"1,63 %","2,69 %",PHILIPPE DESSERTINE- L'OPTIMISME EST UNE FORCE,164,"15,74 %","25,95 %",Lutte ouvrière - le camp des travailleurs,3,"0,29 %","0,47 %",RASSEMBLEMENT NATIONAL POUR BORDEAUX,29,"2,78 %","4,59 %",UNION DE LA GAUCHE,8,"0,77 %","1,27 %",ROUGE BORDEAUX ANTICAPITALISTE,27,"2,59 %","4,27 %",147,86,353,46,1042,618,"59,31 %",424,"40,69 %",604,"57,97 %","97,73 %",11,"1,06 %","1,78 %",3,"0,29 %","0,49 %",CAZENAVE,360,"34,55 %","59,60 %",HURMIC,244,"23,42 %","40,40 %",11,7,46,"104,72%",16,164,,94,"-4,72%","6,87%","-16,74%","22,36","38,29","23,42","34,55","4,72"
2143,1048,655,"62,50 %",393,"37,50 %",654,"62,40 %","99,85 %",0,"0,00 %","0,00 %",1,"0,10 %","0,15 %",NPA Révolutionnaires - Bordeaux Ouvrière et Révolutionnaire,0,"0,00 %","0,00 %",Faire Gagner Bordeaux,192,"18,32 %","29,36 %",ARRACHER BORDEAUX AUX RICHES ET AUX SPÉCULATEURS,4,"0,38 %","0,61 %",BORDEAUX EN CONFIANCE,176,"16,79 %","26,91 %",FAIRE MIEUX POUR BORDEAUX,47,"4,48 %","7,19 %",A LA RECONQUÊTE DE BORDEAUX,13,"1,24 %","1,99 %",PHILIPPE DESSERTINE- L'OPTIMISME EST UNE FORCE,153,"14,60 %","23,39 %",Lutte ouvrière - le camp des travailleurs,1,"0,10 %","0,15 %",RASSEMBLEMENT NATIONAL POUR BORDEAUX,37,"3,53 %","5,66 %",UNION DE LA GAUCHE,5,"0,48 %","0,76 %",ROUGE BORDEAUX ANTICAPITALISTE,26,"2,48 %","3,98 %",181,78,345,50,1048,663,"63,26 %",385,"36,74 %",651,"62,12 %","98,19 %",8,"0,76 %","1,21 %",4,"0,38 %","0,60 %",CAZENAVE,375,"35,78 %","57,60 %",HURMIC,276,"26,34 %","42,40 %",17,30,50,"106,56%",-8,153,,83,"-6,56%","-3,09%","-7,72%","24,71","37,69","26,34","35,78","6,56"
3001,978,644,"65,85 %",334,"34,15 %",638,"65,24 %","99,07 %",3,"0,31 %","0,47 %",3,"0,31 %","0,47 %",NPA Révolutionnaires - Bordeaux Ouvrière et Révolutionnaire,0,"0,00 %","0,00 %",Faire Gagner Bordeaux,180,"18,40 %","28,21 %",ARRACHER BORDEAUX AUX RICHES ET AUX SPÉCULATEURS,6,"0,61 %","0,94 %",BORDEAUX EN CONFIANCE,196,"20,04 %","30,72 %",FAIRE MIEUX POUR BORDEAUX,32,"3,27 %","5,02 %",A LA RECONQUÊTE DE BORDEAUX,13,"1,33 %","2,04 %",PHILIPPE DESSERTINE- L'OPTIMISME EST UNE FORCE,137,"14,01 %","21,47 %",Lutte ouvrière - le camp des travailleurs,1,"0,10 %","0,16 %",RASSEMBLEMENT NATIONAL POUR BORDEAUX,36,"3,68 %","5,64 %",UNION DE LA GAUCHE,7,"0,72 %","1,10 %",ROUGE BORDEAUX ANTICAPITALISTE,30,"3,07 %","4,70 %",203,69,317,49,978,634,"64,83 %",344,"35,17 %",617,"63,09 %","97,32 %",11,"1,12 %","1,74 %",6,"0,61 %","0,95 %",CAZENAVE,329,"33,64 %","53,32 %",HURMIC,288,"29,45 %","46,68 %",16,12,49,"105,88%",10,137,,76,"-5,88%","3,68%","-13,60%","27,81","37,42","29,45","33,64","5,88"
3002,1040,680,"65,38 %",360,"34,62 %",674,"64,81 %","99,12 %",5,"0,48 %","0,74 %",1,"0,10 %","0,15 %",NPA Révolutionnaires - Bordeaux Ouvrière et Révolutionnaire,0,"0,00 %","0,00 %",Faire Gagner Bordeaux,193,"18,56 %","28,64 %",ARRACHER BORDEAUX AUX RICHES ET AUX SPÉCULATEURS,5,"0,48 %","0,74 %",BORDEAUX EN CONFIANCE,220,"21,15 %","32,64 %",FAIRE MIEUX POUR BORDEAUX,25,"2,40 %","3,71 %",A LA RECONQUÊTE DE BORDEAUX,17,"1,63 %","2,52 %",PHILIPPE DESSERTINE- L'OPTIMISME EST UNE FORCE,135,"12,98 %","20,03 %",Lutte ouvrière - le camp des travailleurs,1,"0,10 %","0,15 %",RASSEMBLEMENT NATIONAL POUR BORDEAUX,46,"4,42 %","6,82 %",UNION DE LA GAUCHE,7,"0,67 %","1,04 %",ROUGE BORDEAUX ANTICAPITALISTE,25,"2,40 %","3,71 %",227,56,328,63,1040,684,"65,77 %",356,"34,23 %",670,"64,42 %","97,95 %",11,"1,06 %","1,61 %",3,"0,29 %","0,44 %",CAZENAVE,356,"34,23 %","53,13 %",HURMIC,314,"30,19 %","46,87 %",31,28,63,"110,95%",-4,135,,63,"-10,95%","-1,41%","-12,37%","27,21","37,60","30,19","34,23","10,95"
3003,1017,616,"60,57 %",401,"39,43 %",606,"59,59 %","98,38 %",5,"0,49 %","0,81 %",5,"0,49 %","0,81 %",NPA Révolutionnaires - Bordeaux Ouvrière et Révolutionnaire,2,"0,20 %","0,33 %",Faire Gagner Bordeaux,169,"16,62 %","27,89 %",ARRACHER BORDEAUX AUX RICHES ET AUX SPÉCULATEURS,2,"0,20 %","0,33 %",BORDEAUX EN CONFIANCE,180,"17,70 %","29,70 %",FAIRE MIEUX POUR BORDEAUX,34,"3,34 %","5,61 %",A LA RECONQUÊTE DE BORDEAUX,6,"0,59 %","0,99 %",PHILIPPE DESSERTINE- L'OPTIMISME EST UNE FORCE,144,"14,16 %","23,76 %",Lutte ouvrière - le camp des travailleurs,1,"0,10 %","0,17 %",RASSEMBLEMENT NATIONAL POUR BORDEAUX,36,"3,54 %","5,94 %",UNION DE LA GAUCHE,8,"0,79 %","1,32 %",ROUGE BORDEAUX ANTICAPITALISTE,24,"2,36 %","3,96 %",188,63,313,42,1017,607,"59,69 %",410,"40,31 %",596,"58,60 %","98,19 %",10,"0,98 %","1,65 %",1,"0,10 %","0,16 %",CAZENAVE,313,"30,78 %","52,52 %",HURMIC,283,"27,83 %","47,48 %",32,0,42,"112,75%",9,144,,71,"-12,75%","3,59%","-16,73%","24,68","34,91","27,83","30,78","12,75"
3004,1038,646,"62,24 %",392,"37,76 %",639,"61,56 %","98,92 %",7,"0,67 %","1,08 %",0,"0,00 %","0,00 %",NPA Révolutionnaires - Bordeaux Ouvrière et Révolutionnaire,2,"0,19 %","0,31 %",Faire Gagner Bordeaux,166,"15,99 %","25,98 %",ARRACHER BORDEAUX AUX RICHES ET AUX SPÉCULATEURS,2,"0,19 %","0,31 %",BORDEAUX EN CONFIANCE,193,"18,59 %","30,20 %",FAIRE MIEUX POUR BORDEAUX,41,"3,95 %","6,42 %",A LA RECONQUÊTE DE BORDEAUX,8,"0,77 %","1,25 %",PHILIPPE DESSERTINE- L'OPTIMISME EST UNE FORCE,129,"12,43 %","20,19 %",Lutte ouvrière - le camp des travailleurs,6,"0,58 %","0,94 %",RASSEMBLEMENT NATIONAL POUR BORDEAUX,48,"4,62 %","7,51 %",UNION DE LA GAUCHE,9,"0,87 %","1,41 %",ROUGE BORDEAUX ANTICAPITALISTE,35,"3,37 %","5,48 %",202,86,295,56,1038,644,"62,04 %",394,"37,96 %",623,"60,02 %","96,74 %",11,"1,06 %","1,71 %",10,"0,96 %","1,55 %",CAZENAVE,307,"29,58 %","49,28 %",HURMIC,316,"30,44 %","50,72 %",28,12,56,"109,72%",2,129,,95,"-9,72%","0,69%","-15,28%","27,75","33,82","30,44","29,58","9,72"
3021,1112,719,"64,66 %",393,"35,34 %",715,"64,30 %","99,44 %",3,"0,27 %","0,42 %",1,"0,09 %","0,14 %",NPA Révolutionnaires - Bordeaux Ouvrière et Révolutionnaire,0,"0,00 %","0,00 %",Faire Gagner Bordeaux,253,"22,75 %","35,38 %",ARRACHER BORDEAUX AUX RICHES ET AUX SPÉCULATEURS,4,"0,36 %","0,56 %",BORDEAUX EN CONFIANCE,140,"12,59 %","19,58 %",FAIRE MIEUX POUR BORDEAUX,16,"1,44 %","2,24 %",A LA RECONQUÊTE DE BORDEAUX,16,"1,44 %","2,24 %",PHILIPPE DESSERTINE- L'OPTIMISME EST UNE FORCE,199,"17,90 %","27,83 %",Lutte ouvrière - le camp des travailleurs,1,"0,09 %","0,14 %",RASSEMBLEMENT NATIONAL POUR BORDEAUX,60,"5,40 %","8,39 %",UNION DE LA GAUCHE,7,"0,63 %","0,98 %",ROUGE BORDEAUX ANTICAPITALISTE,19,"1,71 %","2,66 %",147,40,452,76,1113,715,"64,24 %",398,"35,76 %",679,"61,01 %","94,97 %",24,"2,16 %","3,36 %",12,"1,08 %","1,68 %",CAZENAVE,470,"42,23 %","69,22 %",HURMIC,209,"18,78 %","30,78 %",22,18,76,"111,76%",4,199,,47,"-11,76%","2,67%","-31,02%","16,82","47,48","18,78","42,23","11,76"
3022,1138,752,"66,08 %",386,"33,92 %",747,"65,64 %","99,34 %",4,"0,35 %","0,53 %",1,"0,09 %","0,13 %",NPA Révolutionnaires - Bordeaux Ouvrière et Révolutionnaire,0,"0,00 %","0,00 %",Faire Gagner Bordeaux,261,"22,93 %","34,94 %",ARRACHER BORDEAUX AUX RICHES ET AUX SPÉCULATEURS,2,"0,18 %","0,27 %",BORDEAUX EN CONFIANCE,131,"11,51 %","17,54 %",FAIRE MIEUX POUR BORDEAUX,23,"2,02 %","3,08 %",A LA RECONQUÊTE DE BORDEAUX,13,"1,14 %","1,74 %",PHILIPPE DESSERTINE- L'OPTIMISME EST UNE FORCE,237,"20,83 %","31,73 %",Lutte ouvrière - le camp des travailleurs,1,"0,09 %","0,13 %",RASSEMBLEMENT NATIONAL POUR BORDEAUX,49,"4,31 %","6,56 %",UNION DE LA GAUCHE,5,"0,44 %","0,67 %",ROUGE BORDEAUX ANTICAPITALISTE,25,"2,20 %","3,35 %",136,51,498,62,1139,736,"64,62 %",403,"35,38 %",719,"63,13 %","97,69 %",15,"1,32 %","2,04 %",2,"0,18 %","0,27 %",CAZENAVE,504,"44,25 %","70,10 %",HURMIC,215,"18,88 %","29,90 %",28,6,62,"114,97%",16,237,,56,"-14,97%","9,09%","-29,95%","16,43","49,21","18,88","44,25","14,97"
3023,1231,780,"63,36 %",451,"36,64 %",774,"62,88 %","99,23 %",3,"0,24 %","0,38 %",3,"0,24 %","0,38 %",NPA Révolutionnaires - Bordeaux Ouvrière et Révolutionnaire,2,"0,16 %","0,26 %",Faire Gagner Bordeaux,265,"21,53 %","34,24 %",ARRACHER BORDEAUX AUX RICHES ET AUX SPÉCULATEURS,3,"0,24 %","0,39 %",BORDEAUX EN CONFIANCE,146,"11,86 %","18,86 %",FAIRE MIEUX POUR BORDEAUX,29,"2,36 %","3,75 %",A LA RECONQUÊTE DE BORDEAUX,21,"1,71 %","2,71 %",PHILIPPE DESSERTINE- L'OPTIMISME EST UNE FORCE,239,"19,42 %","30,88 %",Lutte ouvrière - le camp des travailleurs,0,"0,00 %","0,00 %",RASSEMBLEMENT NATIONAL POUR BORDEAUX,48,"3,90 %","6,20 %",UNION DE LA GAUCHE,3,"0,24 %","0,39 %",ROUGE BORDEAUX ANTICAPITALISTE,18,"1,46 %","2,33 %",149,52,504,69,1231,791,"64,26 %",440,"35,74 %",757,"61,49 %","95,70 %",22,"1,79 %","2,78 %",12,"0,97 %","1,52 %",CAZENAVE,508,"41,27 %","67,11 %",HURMIC,249,"20,23 %","32,89 %",48,4,69,"123,88%",-11,239,,55,"-23,88%","-5,47%","-32,34%","16,33","46,55","20,23","41,27","23,88"
3024,1083,683,"63,07 %",400,"36,93 %",679,"62,70 %","99,41 %",2,"0,18 %","0,29 %",2,"0,18 %","0,29 %",NPA Révolutionnaires - Bordeaux Ouvrière et Révolutionnaire,1,"0,09 %","0,15 %",Faire Gagner Bordeaux,238,"21,98 %","35,05 %",ARRACHER BORDEAUX AUX RICHES ET AUX SPÉCULATEURS,3,"0,28 %","0,44 %",BORDEAUX EN CONFIANCE,142,"13,11 %","20,91 %",FAIRE MIEUX POUR BORDEAUX,25,"2,31 %","3,68 %",A LA RECONQUÊTE DE BORDEAUX,20,"1,85 %","2,95 %",PHILIPPE DESSERTINE- L'OPTIMISME EST UNE FORCE,178,"16,44 %","26,22 %",Lutte ouvrière - le camp des travailleurs,0,"0,00 %","0,00 %",RASSEMBLEMENT NATIONAL POUR BORDEAUX,59,"5,45 %","8,69 %",UNION DE LA GAUCHE,7,"0,65 %","1,03 %",ROUGE BORDEAUX ANTICAPITALISTE,6,"0,55 %","0,88 %",149,35,416,79,1084,680,"62,73 %",404,"37,27 %",652,"60,15 %","95,88 %",21,"1,94 %","3,09 %",7,"0,65 %","1,03 %",CAZENAVE,446,"41,14 %","68,40 %",HURMIC,206,"19,00 %","31,60 %",22,30,79,"111,96%",3,178,,42,"-11,96%","2,17%","-26,63%","16,99","45,71","19,00","41,14","11,96"
3041,1159,757,"65,31 %",402,"34,69 %",753,"64,97 %","99,47 %",4,"0,35 %","0,53 %",0,"0,00 %","0,00 %",NPA Révolutionnaires - Bordeaux Ouvrière et Révolutionnaire,1,"0,09 %","0,13 %",Faire Gagner Bordeaux,232,"20,02 %","30,81 %",ARRACHER BORDEAUX AUX RICHES ET AUX SPÉCULATEURS,4,"0,35 %","0,53 %",BORDEAUX EN CONFIANCE,169,"14,58 %","22,44 %",FAIRE MIEUX POUR BORDEAUX,39,"3,36 %","5,18 %",A LA RECONQUÊTE DE BORDEAUX,21,"1,81 %","2,79 %",PHILIPPE DESSERTINE- L'OPTIMISME EST UNE FORCE,200,"17,26 %","26,56 %",Lutte ouvrière - le camp des travailleurs,1,"0,09 %","0,13 %",RASSEMBLEMENT NATIONAL POUR BORDEAUX,41,"3,54 %","5,44 %",UNION DE LA GAUCHE,15,"1,29 %","1,99 %",ROUGE BORDEAUX ANTICAPITALISTE,30,"2,59 %","3,98 %",184,75,432,62,1159,755,"65,14 %",404,"34,86 %",725,"62,55 %","96,03 %",21,"1,81 %","2,78 %",9,"0,78 %","1,19 %",CAZENAVE,437,"37,70 %","60,28 %",HURMIC,288,"24,85 %","39,72 %",29,5,62,"111,20%",2,200,,90,"-11,20%","0,77%","-22,01%","22,35","42,62","24,85","37,70","11,20"
3042,1181,803,"67,99 %",378,"32,01 %",794,"67,23 %","98,88 %",5,"0,42 %","0,62 %",4,"0,34 %","0,50 %",NPA Révolutionnaires - Bordeaux Ouvrière et Révolutionnaire,2,"0,17 %","0,25 %",Faire Gagner Bordeaux,282,"23,88 %","35,52 %",ARRACHER BORDEAUX AUX RICHES ET AUX SPÉCULATEURS,2,"0,17 %","0,25 %",BORDEAUX EN CONFIANCE,163,"13,80 %","20,53 %",FAIRE MIEUX POUR BORDEAUX,21,"1,78 %","2,64 %",A LA RECONQUÊTE DE BORDEAUX,30,"2,54 %","3,78 %",PHILIPPE DESSERTINE- L'OPTIMISME EST UNE FORCE,217,"18,37 %","27,33 %",Lutte ouvrière - le camp des travailleurs,2,"0,17 %","0,25 %",RASSEMBLEMENT NATIONAL POUR BORDEAUX,54,"4,57 %","6,80 %",UNION DE LA GAUCHE,9,"0,76 %","1,13 %",ROUGE BORDEAUX ANTICAPITALISTE,12,"1,02 %","1,51 %",172,39,499,84,1181,805,"68,16 %",376,"31,84 %",770,"65,20 %","95,65 %",22,"1,86 %","2,73 %",13,"1,10 %","1,61 %",CAZENAVE,543,"45,98 %","70,52 %",HURMIC,227,"19,22 %","29,48 %",16,44,84,"107,58%",-2,217,,48,"-7,58%","-0,95%","-18,96%","17,87","49,36","19,22","45,98","7,58"
3043,1162,831,"71,51 %",331,"28,49 %",820,"70,57 %","98,68 %",9,"0,77 %","1,08 %",2,"0,17 %","0,24 %",NPA Révolutionnaires - Bordeaux Ouvrière et Révolutionnaire,5,"0,43 %","0,61 %",Faire Gagner Bordeaux,281,"24,18 %","34,27 %",ARRACHER BORDEAUX AUX RICHES ET AUX SPÉCULATEURS,3,"0,26 %","0,37 %",BORDEAUX EN CONFIANCE,148,"12,74 %","18,05 %",FAIRE MIEUX POUR BORDEAUX,25,"2,15 %","3,05 %",A LA RECONQUÊTE DE BORDEAUX,27,"2,32 %","3,29 %",PHILIPPE DESSERTINE- L'OPTIMISME EST UNE FORCE,260,"22,38 %","31,71 %",Lutte ouvrière - le camp des travailleurs,2,"0,17 %","0,24 %",RASSEMBLEMENT NATIONAL POUR BORDEAUX,54,"4,65 %","6,59 %",UNION DE LA GAUCHE,5,"0,43 %","0,61 %",ROUGE BORDEAUX ANTICAPITALISTE,10,"0,86 %","1,22 %",153,45,541,81,1162,820,"70,57 %",342,"29,43 %",778,"66,95 %","94,88 %",29,"2,50 %","3,54 %",13,"1,12 %","1,59 %",CAZENAVE,562,"48,36 %","72,24 %",HURMIC,216,"18,59 %","27,76 %",18,21,81,"109,09%",11,260,,50,"-9,09%","5,56%","-30,30%","17,04","53,53","18,59","48,36","9,09"
3044,1131,715,"63,22 %",416,"36,78 %",706,"62,42 %","98,74 %",7,"0,62 %","0,98 %",2,"0,18 %","0,28 %",NPA Révolutionnaires - Bordeaux Ouvrière et Révolutionnaire,2,"0,18 %","0,28 %",Faire Gagner Bordeaux,235,"20,78 %","33,29 %",ARRACHER BORDEAUX AUX RICHES ET AUX SPÉCULATEURS,3,"0,27 %","0,42 %",BORDEAUX EN CONFIANCE,156,"13,79 %","22,10 %",FAIRE MIEUX POUR BORDEAUX,32,"2,83 %","4,53 %",A LA RECONQUÊTE DE BORDEAUX,16,"1,41 %","2,27 %",PHILIPPE DESSERTINE- L'OPTIMISME EST UNE FORCE,179,"15,83 %","25,35 %",Lutte ouvrière - le camp des travailleurs,2,"0,18 %","0,28 %",RASSEMBLEMENT NATIONAL POUR BORDEAUX,46,"4,07 %","6,52 %",UNION DE LA GAUCHE,12,"1,06 %","1,70 %",ROUGE BORDEAUX ANTICAPITALISTE,23,"2,03 %","3,26 %",168,62,414,62,1131,715,"63,22 %",416,"36,78 %",700,"61,89 %","97,90 %",11,"0,97 %","1,54 %",4,"0,35 %","0,56 %",CAZENAVE,453,"40,05 %","64,71 %",HURMIC,247,"21,84 %","35,29 %",17,39,62,"107,39%",0,179,,74,"-7,39%","0,00%","-10,00%","20,34","42,09","21,84","40,05","7,39"
